Embalaje,Ancho_cm,Largo_cm,Alto_cm,Peso_kg,Manipulacion,Procedencia,Temperatura,Protocolo
2,67.6,92.2,38.6,48.1,normal,D,refrigerado,Protocolo_2
1,63.2,20.6,36.2,73.67,normal,C,refrigerado,Protocolo_2
1,54.3,44.6,26.7,31.37,normal,A,ambiente,Protocolo_1
2,52.5,95.5,50.3,52.67,normal,C,ambiente,Protocolo_1
2,19.5,67.4,15.5,77.24,fragil,C,ambiente,Protocolo_2
2,52.6,87.5,48.4,37.42,fragil,C,refrigerado,Protocolo_2
1,10.7,39.0,8.1,62.38,normal,C,ambiente,Protocolo_2
2,93.0,24.9,97.2,77.59,normal,C,ambiente,Protocolo_2
2,10.5,70.7,62.5,63.22,normal,C,ambiente,Protocolo_2
3,45.2,18.1,12.1,6.62,normal,D,ambiente,Protocolo_1
2,5.1,84.8,23.1,15.61,fragil,C,ambiente,Protocolo_2
3,79.7,76.7,75.0,23.73,fragil,C,refrigerado,Protocolo_2
1,20.8,34.0,74.5,54.96,normal,A,refrigerado,Protocolo_2
3,92.9,52.4,39.7,53.78,normal,D,refrigerado,Protocolo_2
1,9.2,80.9,19.1,11.14,normal,D,refrigerado,Protocolo_2
1,83.0,93.8,55.9,36.06,normal,B,ambiente,Protocolo_2
3,67.4,38.5,31.3,33.86,fragil,D,ambiente,Protocolo_2
2,28.7,80.0,14.2,55.25,normal,B,ambiente,Protocolo_1
2,24.2,23.5,37.9,21.02,fragil,B,refrigerado,Protocolo_2
2,39.0,90.8,76.3,19.17,normal,C,ambiente,Protocolo_1
3,83.7,70.2,38.6,47.82,fragil,B,ambiente,Protocolo_2
1,86.9,19.5,8.9,6.81,fragil,C,refrigerado,Protocolo_2
1,21.7,75.3,16.4,53.57,fragil,C,ambiente,Protocolo_2
1,38.6,73.8,61.7,35.27,fragil,D,ambiente,Protocolo_2
3,27.6,75.5,54.6,43.0,normal,C,ambiente,Protocolo_2
1,16.7,37.8,69.1,64.2,normal,A,ambiente,Protocolo_2
2,66.4,75.3,59.3,14.64,normal,C,refrigerado,Protocolo_1
2,37.9,83.5,52.2,16.95,normal,A,ambiente,Protocolo_1
1,26.4,38.0,50.1,72.11,normal,C,refrigerado,Protocolo_2
2,87.3,24.8,96.3,59.33,normal,C,ambiente,Protocolo_1
1,76.1,89.3,86.9,21.16,normal,D,ambiente,Protocolo_2
1,78.5,64.0,41.4,57.71,fragil,B,refrigerado,Protocolo_2
1,8.7,48.7,67.1,36.68,normal,C,ambiente,Protocolo_1
3,91.9,88.6,6.9,49.46,fragil,B,ambiente,Protocolo_2
2,59.6,17.9,7.0,62.97,normal,C,ambiente,Protocolo_2
3,52.9,82.0,35.3,3.77,normal,C,ambiente,Protocolo_1
2,6.0,51.6,76.7,48.97,fragil,A,ambiente,Protocolo_2
1,90.3,9.0,92.9,27.21,fragil,C,refrigerado,Protocolo_2
2,56.7,97.4,69.9,41.39,normal,A,refrigerado,Protocolo_2
3,83.4,78.9,72.1,29.23,normal,D,ambiente,Protocolo_1
2,67.3,25.4,8.1,75.3,normal,A,ambiente,Protocolo_1
1,80.7,92.8,93.4,47.85,normal,D,ambiente,Protocolo_2
1,70.8,93.9,13.2,67.76,normal,A,ambiente,Protocolo_2
3,92.5,81.0,95.0,20.69,normal,B,refrigerado,Protocolo_2
2,26.4,17.1,18.5,29.3,normal,B,ambiente,Protocolo_1
3,24.2,22.7,8.2,63.01,normal,B,refrigerado,Protocolo_2
2,72.7,76.6,58.5,18.91,normal,C,ambiente,Protocolo_1
1,52.6,91.8,15.8,80.0,normal,C,ambiente,Protocolo_2
3,61.9,25.4,7.7,52.87,normal,B,refrigerado,Protocolo_2
3,72.3,48.8,68.4,71.77,normal,C,ambiente,Protocolo_2
3,57.0,19.7,75.1,8.54,normal,B,ambiente,Protocolo_1
3,79.8,50.4,32.8,33.22,normal,C,ambiente,Protocolo_1
1,35.3,66.0,55.7,27.01,normal,C,refrigerado,Protocolo_2
3,86.6,6.8,60.7,77.68,normal,C,ambiente,Protocolo_1
1,15.2,66.1,20.3,11.75,normal,A,ambiente,Protocolo_1
3,65.2,65.8,46.8,59.9,fragil,C,refrigerado,Protocolo_2
1,89.6,48.2,65.5,50.54,normal,B,ambiente,Protocolo_2
2,29.0,90.1,89.1,68.14,fragil,A,ambiente,Protocolo_2
3,36.0,17.8,44.8,78.19,fragil,A,refrigerado,Protocolo_2
1,34.0,9.9,71.4,64.51,normal,A,ambiente,Protocolo_1
1,58.6,52.1,52.7,20.32,fragil,D,ambiente,Protocolo_2
3,44.2,55.6,72.2,66.77,fragil,C,ambiente,Protocolo_2
1,15.3,30.3,80.0,42.24,normal,A,ambiente,Protocolo_1
2,89.7,96.4,55.4,52.33,normal,C,refrigerado,Protocolo_2
3,24.4,29.1,10.8,22.58,normal,C,ambiente,Protocolo_1
2,55.7,30.7,88.2,65.32,fragil,B,ambiente,Protocolo_2
2,61.5,82.0,62.1,35.67,fragil,C,ambiente,Protocolo_2
2,8.9,92.7,62.1,64.71,normal,C,refrigerado,Protocolo_2
2,14.1,55.9,53.4,34.29,fragil,B,ambiente,Protocolo_1
2,97.3,6.8,21.5,49.4,normal,C,ambiente,Protocolo_1
2,68.1,38.8,51.2,8.42,normal,A,ambiente,Protocolo_1
1,8.2,26.3,56.0,7.58,normal,B,ambiente,Protocolo_1
2,80.4,53.5,41.5,76.25,normal,B,ambiente,Protocolo_1
3,53.3,69.8,19.2,58.14,normal,A,ambiente,Protocolo_1
3,12.1,42.3,77.4,13.98,fragil,B,ambiente,Protocolo_1
1,69.7,56.0,48.4,47.9,fragil,B,ambiente,Protocolo_2
3,52.4,77.2,71.6,62.54,normal,A,refrigerado,Protocolo_2
3,24.5,28.4,9.5,47.98,fragil,D,ambiente,Protocolo_2
1,88.4,23.6,52.9,35.99,normal,A,refrigerado,Protocolo_1
3,32.7,81.5,12.0,66.85,normal,C,refrigerado,Protocolo_2
2,32.0,8.5,74.7,4.25,normal,C,ambiente,Protocolo_1
2,30.9,19.3,60.2,50.74,normal,A,ambiente,Protocolo_1
3,77.9,6.2,47.9,37.95,normal,B,refrigerado,Protocolo_1
2,72.1,57.8,97.4,51.92,normal,C,refrigerado,Protocolo_2
2,90.8,62.0,36.0,23.38,normal,A,ambiente,Protocolo_1
1,26.8,55.4,45.2,13.17,fragil,C,ambiente,Protocolo_2
3,79.7,44.4,75.1,77.94,normal,B,ambiente,Protocolo_1
3,59.4,55.3,54.9,69.17,normal,A,refrigerado,Protocolo_2
1,34.3,23.4,67.6,72.73,normal,C,ambiente,Protocolo_2
3,8.4,83.5,97.7,61.55,normal,A,ambiente,Protocolo_1
1,82.8,98.2,71.1,5.38,normal,B,ambiente,Protocolo_2
2,27.9,56.4,19.3,50.31,normal,B,ambiente,Protocolo_1
3,65.0,40.6,24.9,30.64,normal,B,ambiente,Protocolo_1
1,57.1,80.2,87.6,26.88,normal,C,refrigerado,Protocolo_2
2,5.4,23.3,9.6,20.09,normal,C,ambiente,Protocolo_1
1,99.5,35.5,53.4,14.62,normal,D,ambiente,Protocolo_1
3,82.4,94.3,91.1,11.33,normal,C,refrigerado,Protocolo_2
2,51.2,22.7,78.7,9.87,normal,D,refrigerado,Protocolo_1
2,69.6,15.7,16.0,56.98,fragil,B,ambiente,Protocolo_2
3,50.3,56.9,75.3,74.45,fragil,B,ambiente,Protocolo_2
2,75.7,60.8,41.3,30.55,fragil,C,refrigerado,Protocolo_2
3,17.8,61.7,90.6,8.66,normal,C,refrigerado,Protocolo_2
1,47.4,20.6,59.4,17.85,normal,C,refrigerado,Protocolo_2
1,36.9,73.5,57.1,59.81,normal,B,refrigerado,Protocolo_2
3,48.7,28.0,5.8,28.01,normal,B,ambiente,Protocolo_1
3,47.8,95.1,28.7,53.09,normal,A,ambiente,Protocolo_1
2,18.6,26.7,44.2,16.61,normal,A,refrigerado,Protocolo_1
2,97.8,6.6,73.8,60.59,normal,B,refrigerado,Protocolo_2
1,6.5,58.9,54.4,52.48,normal,B,ambiente,Protocolo_1
3,6.0,24.3,86.0,17.93,normal,A,refrigerado,Protocolo_1
3,40.5,64.7,8.3,74.57,normal,A,ambiente,Protocolo_2
1,63.9,26.8,35.7,41.91,normal,C,refrigerado,Protocolo_2
2,22.1,45.7,61.8,17.75,fragil,C,ambiente,Protocolo_2
2,55.7,22.1,67.6,45.42,normal,B,ambiente,Protocolo_1
2,73.7,45.7,52.7,33.34,normal,C,refrigerado,Protocolo_1
3,13.9,18.0,42.9,73.39,normal,D,ambiente,Protocolo_1
1,98.5,37.1,11.8,24.93,normal,A,ambiente,Protocolo_1
1,37.0,23.9,71.1,70.93,normal,C,ambiente,Protocolo_2
1,66.0,82.5,90.9,59.44,normal,A,ambiente,Protocolo_2
3,15.5,74.3,81.8,54.46,normal,A,refrigerado,Protocolo_2
2,72.4,20.8,71.6,14.87,normal,B,refrigerado,Protocolo_1
3,84.8,12.9,65.2,7.07,normal,C,ambiente,Protocolo_1
2,15.0,7.4,78.3,69.18,normal,B,ambiente,Protocolo_1
1,17.0,26.5,78.8,45.73,normal,A,ambiente,Protocolo_1
2,31.7,50.6,5.7,77.23,fragil,C,ambiente,Protocolo_2
1,6.1,43.0,39.0,41.41,normal,D,ambiente,Protocolo_2
3,98.7,97.3,87.5,47.39,normal,C,ambiente,Protocolo_2
3,61.8,80.3,85.8,79.77,normal,A,refrigerado,Protocolo_2
3,62.7,12.4,72.4,57.33,fragil,D,ambiente,Protocolo_2
2,96.1,20.1,34.4,28.93,fragil,B,refrigerado,Protocolo_2
1,84.0,7.5,80.8,66.26,fragil,D,ambiente,Protocolo_2
1,82.4,18.1,27.0,23.78,normal,A,ambiente,Protocolo_1
2,37.3,55.3,26.3,42.1,normal,D,refrigerado,Protocolo_2
2,36.8,12.3,55.9,19.19,normal,B,ambiente,Protocolo_1
3,32.7,10.7,59.3,79.58,normal,B,ambiente,Protocolo_1
3,37.9,16.2,38.4,74.77,fragil,C,ambiente,Protocolo_2
1,40.1,68.6,62.4,69.93,fragil,C,refrigerado,Protocolo_2
1,18.3,6.8,72.4,32.21,normal,B,refrigerado,Protocolo_1
2,38.8,97.1,22.1,58.34,normal,C,ambiente,Protocolo_1
2,47.4,41.2,32.4,21.01,normal,B,refrigerado,Protocolo_1
1,34.4,37.0,71.5,31.32,normal,A,ambiente,Protocolo_1
3,20.7,50.1,93.1,64.4,fragil,B,ambiente,Protocolo_2
3,40.5,54.2,89.0,4.7,normal,C,refrigerado,Protocolo_1
2,50.7,44.9,17.3,4.15,normal,A,ambiente,Protocolo_1
1,73.5,51.2,59.1,52.95,normal,A,ambiente,Protocolo_2
3,72.6,37.3,81.0,62.01,normal,A,ambiente,Protocolo_1
1,24.3,35.6,27.5,30.81,fragil,B,refrigerado,Protocolo_2
2,8.5,7.6,66.1,54.04,fragil,A,ambiente,Protocolo_2
3,33.9,68.8,45.6,72.26,normal,A,ambiente,Protocolo_2
3,19.9,63.6,68.0,8.18,normal,B,refrigerado,Protocolo_1
1,42.6,68.5,8.1,66.48,normal,C,ambiente,Protocolo_2
2,98.0,94.4,34.7,46.62,normal,A,ambiente,Protocolo_1
1,22.2,49.9,34.2,33.9,normal,A,ambiente,Protocolo_1
1,35.3,88.8,44.8,4.33,fragil,B,ambiente,Protocolo_2
2,73.9,47.2,15.9,30.85,normal,B,ambiente,Protocolo_1
3,53.4,50.4,46.5,63.55,normal,D,ambiente,Protocolo_1
3,9.2,65.1,56.4,43.45,fragil,C,ambiente,Protocolo_2
2,20.4,25.5,7.5,14.27,normal,B,refrigerado,Protocolo_1
1,93.8,25.6,33.6,18.73,normal,A,refrigerado,Protocolo_1
1,14.8,53.4,21.8,67.84,normal,A,refrigerado,Protocolo_2
1,65.3,11.5,97.4,34.75,normal,C,refrigerado,Protocolo_1
1,80.3,27.5,17.4,7.82,fragil,B,ambiente,Protocolo_2
1,30.2,80.4,64.6,77.87,normal,A,ambiente,Protocolo_2
3,73.9,49.1,43.2,20.43,fragil,C,ambiente,Protocolo_2
1,21.1,7.5,32.3,63.76,fragil,C,ambiente,Protocolo_2
1,32.1,10.8,86.1,1.22,normal,B,refrigerado,Protocolo_1
2,34.6,92.4,68.1,20.67,fragil,A,ambiente,Protocolo_2
1,99.7,95.9,63.9,27.1,normal,B,refrigerado,Protocolo_2
2,25.4,65.9,13.9,68.78,normal,B,ambiente,Protocolo_1
1,17.3,22.6,29.6,59.89,fragil,B,ambiente,Protocolo_2
1,92.9,40.0,31.3,24.78,normal,D,ambiente,Protocolo_1
2,20.4,34.0,46.3,63.04,fragil,B,ambiente,Protocolo_2
3,88.5,79.6,92.5,64.84,normal,B,refrigerado,Protocolo_2
2,66.8,56.0,43.3,41.06,normal,C,ambiente,Protocolo_1
2,59.8,79.1,36.2,40.73,fragil,C,refrigerado,Protocolo_2
2,76.4,39.2,11.7,40.86,normal,C,refrigerado,Protocolo_2
1,74.0,87.6,41.6,13.56,normal,A,ambiente,Protocolo_1
1,15.5,45.8,10.0,65.06,normal,D,ambiente,Protocolo_2
2,99.9,44.7,39.7,57.23,normal,A,ambiente,Protocolo_2
1,94.5,51.5,96.9,67.98,normal,A,refrigerado,Protocolo_2
3,90.2,61.2,57.8,65.29,normal,D,refrigerado,Protocolo_2
2,64.1,89.9,24.8,62.88,normal,B,ambiente,Protocolo_1
1,54.7,48.5,33.4,62.47,normal,C,refrigerado,Protocolo_2
2,55.9,93.4,59.3,75.57,normal,C,refrigerado,Protocolo_2
1,6.4,42.4,6.8,48.51,normal,C,ambiente,Protocolo_2
2,52.4,35.8,90.5,66.27,normal,A,ambiente,Protocolo_1
3,64.3,33.0,59.9,64.15,normal,B,refrigerado,Protocolo_2
1,67.6,7.0,51.8,21.76,normal,C,refrigerado,Protocolo_1
2,36.6,85.7,73.0,45.35,normal,A,ambiente,Protocolo_1
1,49.8,12.5,24.0,58.43,fragil,B,ambiente,Protocolo_2
2,65.4,36.8,7.1,8.46,normal,A,refrigerado,Protocolo_1
1,45.7,28.8,63.4,42.54,fragil,A,ambiente,Protocolo_2
2,96.4,75.7,20.2,0.43,normal,B,ambiente,Protocolo_1
2,72.0,93.6,6.2,19.38,fragil,B,ambiente,Protocolo_1
1,5.1,82.6,93.2,39.01,fragil,C,ambiente,Protocolo_2
2,7.2,35.4,79.9,24.69,normal,B,ambiente,Protocolo_1
3,70.6,48.3,15.8,61.73,normal,C,ambiente,Protocolo_1
3,44.2,28.5,90.2,51.06,normal,C,ambiente,Protocolo_2
1,84.7,92.8,11.4,21.55,normal,D,refrigerado,Protocolo_2
2,21.4,16.3,81.3,1.56,normal,A,ambiente,Protocolo_1
3,6.3,95.4,44.4,20.53,fragil,C,refrigerado,Protocolo_2
2,41.9,82.3,54.2,41.62,normal,A,ambiente,Protocolo_1
1,74.9,72.6,68.5,61.03,normal,D,ambiente,Protocolo_2
2,97.3,78.5,14.4,48.35,normal,D,ambiente,Protocolo_2
1,88.9,37.2,91.2,4.65,normal,C,ambiente,Protocolo_2
1,51.0,33.1,18.6,37.43,normal,B,ambiente,Protocolo_1
2,82.2,41.2,94.5,76.77,normal,A,refrigerado,Protocolo_2
2,11.7,22.3,13.7,72.34,fragil,C,refrigerado,Protocolo_2
3,59.4,75.9,21.3,59.44,normal,B,ambiente,Protocolo_1
2,92.8,50.1,10.5,22.85,normal,B,ambiente,Protocolo_1
3,42.7,89.2,42.8,1.97,normal,B,ambiente,Protocolo_1
2,96.2,88.4,61.1,36.62,normal,A,ambiente,Protocolo_1
3,26.0,19.8,64.4,30.08,normal,C,ambiente,Protocolo_1
1,15.0,25.8,83.7,54.13,normal,B,refrigerado,Protocolo_2
1,54.9,44.0,55.2,5.83,fragil,D,ambiente,Protocolo_2
3,91.2,16.3,53.5,73.89,fragil,C,ambiente,Protocolo_2
3,34.6,70.5,36.0,58.92,normal,D,ambiente,Protocolo_1
3,81.0,75.1,66.9,77.69,normal,A,refrigerado,Protocolo_2
1,21.1,73.5,91.3,69.25,fragil,C,ambiente,Protocolo_2
1,75.8,49.7,38.8,34.53,normal,C,ambiente,Protocolo_1
3,57.9,85.1,38.9,53.07,normal,C,ambiente,Protocolo_2
2,21.6,62.6,37.6,67.68,normal,C,refrigerado,Protocolo_2
1,73.2,99.4,26.6,16.47,normal,A,refrigerado,Protocolo_2
3,72.8,82.5,58.8,0.97,normal,B,ambiente,Protocolo_1
3,54.0,73.6,15.0,24.75,normal,C,ambiente,Protocolo_1
1,26.4,16.7,84.3,35.11,normal,B,refrigerado,Protocolo_2
3,17.6,84.1,18.1,50.04,fragil,D,ambiente,Protocolo_2
3,95.9,34.0,21.5,21.22,normal,C,ambiente,Protocolo_1
2,67.3,44.8,11.5,35.48,normal,B,refrigerado,Protocolo_1
2,81.9,49.0,41.2,51.96,fragil,C,refrigerado,Protocolo_2
1,71.2,36.5,77.0,65.99,normal,C,ambiente,Protocolo_2
3,83.8,15.3,91.5,18.31,normal,C,ambiente,Protocolo_1
3,20.4,23.9,46.3,64.03,normal,C,ambiente,Protocolo_1
3,52.2,81.3,27.3,75.15,normal,B,ambiente,Protocolo_1
3,68.4,67.0,73.9,32.88,normal,A,ambiente,Protocolo_1
1,14.8,94.6,70.4,44.25,normal,D,ambiente,Protocolo_2
2,19.2,83.0,69.8,1.0,normal,A,ambiente,Protocolo_1
2,65.2,43.2,47.1,56.87,normal,A,ambiente,Protocolo_1
3,87.5,79.7,58.7,69.79,fragil,D,ambiente,Protocolo_2
2,67.7,59.8,10.9,1.79,normal,B,ambiente,Protocolo_1
2,8.4,32.2,28.8,67.52,normal,C,refrigerado,Protocolo_2
1,97.2,97.6,93.1,12.09,normal,B,ambiente,Protocolo_2
3,18.3,93.2,9.0,67.4,normal,B,ambiente,Protocolo_1
2,27.1,15.7,33.7,43.44,fragil,C,refrigerado,Protocolo_2
1,97.6,84.7,26.5,29.74,normal,B,ambiente,Protocolo_1
3,78.2,12.4,17.4,75.31,normal,D,ambiente,Protocolo_1
1,94.0,93.2,92.8,49.07,normal,C,refrigerado,Protocolo_2
1,81.6,64.3,17.0,3.28,normal,B,ambiente,Protocolo_1
1,66.9,20.8,51.5,61.33,normal,C,ambiente,Protocolo_2
2,32.0,82.6,84.8,14.76,normal,B,ambiente,Protocolo_1
1,36.1,54.0,5.4,73.88,normal,A,refrigerado,Protocolo_2
3,95.0,10.7,15.3,13.48,normal,A,refrigerado,Protocolo_1
2,86.8,80.9,37.5,39.12,fragil,B,ambiente,Protocolo_2
1,39.2,79.9,19.0,41.9,normal,C,refrigerado,Protocolo_2
1,40.5,50.8,22.4,45.19,normal,D,ambiente,Protocolo_2
2,33.3,74.5,61.2,42.76,normal,C,refrigerado,Protocolo_2
1,36.0,8.8,21.2,35.24,normal,C,refrigerado,Protocolo_1
3,86.8,35.2,65.7,57.08,normal,A,refrigerado,Protocolo_2
1,6.0,69.0,92.0,12.61,fragil,C,ambiente,Protocolo_2
2,46.4,26.9,26.8,63.02,fragil,B,ambiente,Protocolo_2
1,94.6,47.8,25.2,3.19,normal,C,ambiente,Protocolo_1
1,56.6,93.5,6.1,67.4,normal,B,ambiente,Protocolo_1
1,47.8,83.5,6.4,60.04,normal,B,ambiente,Protocolo_2
1,34.7,58.0,42.7,63.67,normal,B,ambiente,Protocolo_2
3,12.0,59.8,51.5,23.89,normal,B,ambiente,Protocolo_1
3,26.3,89.3,22.4,68.01,normal,B,refrigerado,Protocolo_2
3,13.6,87.0,35.7,55.35,normal,A,ambiente,Protocolo_1
1,17.0,13.4,18.3,77.49,fragil,A,ambiente,Protocolo_2
3,20.5,49.2,69.7,1.8,normal,A,ambiente,Protocolo_1
2,33.7,23.1,42.3,63.28,normal,B,ambiente,Protocolo_1
1,6.0,12.9,74.8,49.94,normal,A,ambiente,Protocolo_1
1,95.3,32.8,57.3,79.13,normal,B,ambiente,Protocolo_2
2,16.8,63.0,40.8,35.55,normal,C,refrigerado,Protocolo_1
2,41.4,80.5,64.5,22.52,normal,B,ambiente,Protocolo_1
1,88.6,91.7,5.7,70.4,fragil,B,ambiente,Protocolo_2
3,15.1,45.2,70.6,26.19,normal,C,refrigerado,Protocolo_1
3,50.9,45.1,40.2,56.28,normal,A,ambiente,Protocolo_2
2,85.3,19.6,53.8,26.68,normal,A,ambiente,Protocolo_1
3,57.9,23.5,54.7,75.67,fragil,B,ambiente,Protocolo_2
3,25.0,14.7,58.0,42.18,normal,A,refrigerado,Protocolo_2
3,74.9,97.7,71.7,25.72,normal,B,ambiente,Protocolo_1
1,69.7,17.1,15.5,65.83,normal,D,ambiente,Protocolo_2
3,39.4,76.9,51.5,5.19,normal,A,ambiente,Protocolo_1
2,9.4,35.2,12.9,7.68,normal,A,ambiente,Protocolo_1
3,5.7,56.0,27.2,66.97,normal,D,ambiente,Protocolo_2
3,83.4,87.9,23.0,26.01,normal,B,refrigerado,Protocolo_1
1,35.5,93.9,61.9,14.29,fragil,D,ambiente,Protocolo_2
2,18.1,27.8,62.6,47.05,normal,A,refrigerado,Protocolo_2
1,54.3,91.6,83.9,20.52,fragil,C,ambiente,Protocolo_2
1,92.5,28.9,54.6,78.98,normal,C,ambiente,Protocolo_2
2,5.8,81.5,75.7,65.68,normal,D,refrigerado,Protocolo_2
3,10.3,6.4,89.5,71.16,normal,A,ambiente,Protocolo_1
3,44.6,55.8,17.7,66.72,fragil,B,ambiente,Protocolo_2
2,69.2,74.0,73.5,70.89,fragil,B,ambiente,Protocolo_2
1,50.2,84.7,36.2,27.17,fragil,C,ambiente,Protocolo_2
2,90.3,84.9,31.4,53.94,normal,A,ambiente,Protocolo_2
3,9.2,33.4,96.5,72.58,fragil,B,refrigerado,Protocolo_2
3,37.3,86.0,24.6,54.94,fragil,A,ambiente,Protocolo_2
1,38.4,35.7,91.9,79.77,normal,B,ambiente,Protocolo_2
1,37.3,27.2,83.3,69.27,normal,C,refrigerado,Protocolo_2
3,51.3,5.1,88.5,5.86,normal,B,ambiente,Protocolo_1
1,80.1,27.4,60.7,40.23,normal,D,ambiente,Protocolo_2
1,35.2,16.3,60.5,22.19,normal,A,refrigerado,Protocolo_2
1,75.7,69.1,43.2,70.03,normal,C,refrigerado,Protocolo_2
2,18.9,18.8,43.1,74.99,normal,A,ambiente,Protocolo_2
2,58.3,60.6,85.8,45.42,fragil,A,ambiente,Protocolo_2
2,40.6,17.0,41.8,4.84,normal,C,ambiente,Protocolo_1
1,56.2,71.9,51.2,27.87,normal,A,ambiente,Protocolo_1
3,15.2,32.1,99.7,15.25,normal,B,ambiente,Protocolo_1
3,95.6,34.3,38.7,42.44,fragil,D,ambiente,Protocolo_2
2,91.1,65.8,83.1,78.79,normal,A,ambiente,Protocolo_2
1,83.5,94.2,31.3,27.59,normal,D,ambiente,Protocolo_2
2,89.8,99.2,7.4,58.77,normal,A,ambiente,Protocolo_1
3,18.9,38.9,61.4,66.52,fragil,A,ambiente,Protocolo_2
2,52.9,94.9,50.5,66.45,fragil,C,ambiente,Protocolo_2
1,35.2,63.2,79.7,12.13,normal,A,ambiente,Protocolo_1
2,89.3,91.1,5.4,19.15,normal,C,refrigerado,Protocolo_1
2,23.0,7.6,11.7,18.02,normal,D,refrigerado,Protocolo_1
2,25.9,8.2,86.7,23.92,normal,B,ambiente,Protocolo_1
2,70.2,12.1,50.7,3.94,fragil,C,ambiente,Protocolo_2
1,13.4,81.4,53.1,43.24,fragil,B,ambiente,Protocolo_2
3,74.6,18.1,26.4,59.33,normal,C,ambiente,Protocolo_2
2,30.5,21.8,93.0,21.01,fragil,B,ambiente,Protocolo_1
2,67.8,60.6,91.9,51.26,normal,B,ambiente,Protocolo_1
2,87.9,96.0,54.1,43.74,normal,A,refrigerado,Protocolo_2
2,62.9,58.9,25.7,8.11,fragil,C,ambiente,Protocolo_2
1,25.2,74.6,98.4,19.33,normal,B,ambiente,Protocolo_1
3,9.7,22.8,89.8,19.47,normal,B,ambiente,Protocolo_1
1,9.2,91.8,54.5,39.2,fragil,B,ambiente,Protocolo_2
2,13.4,10.3,64.5,50.3,normal,B,ambiente,Protocolo_1
1,60.1,31.9,46.8,24.25,normal,A,refrigerado,Protocolo_2
1,38.1,48.1,24.6,10.34,normal,A,ambiente,Protocolo_1
1,28.1,26.5,69.7,21.68,normal,A,ambiente,Protocolo_1
3,25.8,68.1,68.6,3.41,normal,A,ambiente,Protocolo_1
2,95.1,69.5,57.0,59.94,normal,A,ambiente,Protocolo_1
2,16.3,25.1,82.4,56.0,normal,C,refrigerado,Protocolo_2
3,34.0,5.8,47.9,53.72,fragil,A,ambiente,Protocolo_2
1,49.8,12.1,86.8,49.5,normal,B,refrigerado,Protocolo_2
2,5.0,5.0,25.6,23.96,fragil,C,ambiente,Protocolo_2
2,92.5,91.0,96.4,9.42,normal,C,refrigerado,Protocolo_2
2,14.4,64.1,24.5,48.0,normal,A,ambiente,Protocolo_1
1,69.8,18.2,20.2,58.66,fragil,D,ambiente,Protocolo_2
3,64.7,13.8,62.3,64.91,normal,A,refrigerado,Protocolo_2
1,81.9,82.7,13.8,58.18,fragil,B,ambiente,Protocolo_2
3,66.9,82.0,21.0,52.76,fragil,C,ambiente,Protocolo_2
3,78.1,93.1,74.3,65.99,normal,B,refrigerado,Protocolo_2
2,45.0,20.1,34.3,60.99,normal,D,ambiente,Protocolo_1
1,51.4,54.6,81.0,75.6,normal,C,refrigerado,Protocolo_2
1,71.7,16.5,19.8,0.68,normal,B,ambiente,Protocolo_1
3,59.0,80.6,41.6,11.9,normal,A,refrigerado,Protocolo_1
3,53.6,44.2,41.7,46.46,normal,C,refrigerado,Protocolo_2
3,24.5,71.1,50.6,32.2,normal,D,ambiente,Protocolo_1
1,29.5,7.9,44.0,27.37,normal,C,refrigerado,Protocolo_1
2,39.1,78.9,41.7,59.72,normal,B,refrigerado,Protocolo_2
1,5.9,26.8,36.2,42.94,normal,B,refrigerado,Protocolo_2
3,44.6,85.1,6.4,42.21,normal,A,ambiente,Protocolo_1
2,5.3,22.7,63.6,4.18,normal,B,refrigerado,Protocolo_1
3,58.7,80.1,50.0,37.01,normal,D,refrigerado,Protocolo_1
3,71.9,17.7,40.5,48.72,normal,A,ambiente,Protocolo_1
3,58.4,68.0,25.1,22.55,normal,C,ambiente,Protocolo_1
2,70.9,79.0,89.7,19.27,normal,A,ambiente,Protocolo_1
2,5.0,41.7,27.6,44.14,normal,C,refrigerado,Protocolo_2
2,10.6,28.2,92.5,72.97,fragil,B,ambiente,Protocolo_2
1,71.4,37.7,25.6,9.49,normal,B,ambiente,Protocolo_1
1,81.3,33.2,97.3,24.87,normal,B,refrigerado,Protocolo_1
2,73.2,65.1,44.9,4.84,normal,C,ambiente,Protocolo_1
3,68.0,9.2,55.6,26.17,normal,C,ambiente,Protocolo_1
2,72.2,8.9,33.4,55.65,normal,B,refrigerado,Protocolo_2
3,75.3,32.3,94.2,25.63,normal,C,ambiente,Protocolo_1
1,73.8,31.3,31.8,32.0,fragil,B,ambiente,Protocolo_2
2,75.1,21.8,74.4,74.85,normal,B,ambiente,Protocolo_1
2,12.0,73.1,6.9,27.9,normal,C,refrigerado,Protocolo_1
2,11.0,7.3,58.1,43.26,fragil,A,ambiente,Protocolo_2
1,39.3,92.8,75.4,74.7,normal,B,ambiente,Protocolo_2
1,55.1,77.0,49.7,40.78,normal,A,ambiente,Protocolo_2
3,77.4,43.3,66.1,13.78,normal,C,ambiente,Protocolo_1
2,36.8,86.6,78.0,11.62,normal,C,ambiente,Protocolo_1
1,31.1,63.7,52.5,71.93,normal,D,ambiente,Protocolo_2
1,79.2,59.2,25.7,70.87,normal,D,refrigerado,Protocolo_2
1,28.7,34.7,42.7,20.23,fragil,C,ambiente,Protocolo_2
3,83.0,68.0,74.4,49.93,normal,B,ambiente,Protocolo_1
